,RecipientEntityKey,RecipientEntityID,EntityPrefix,EntityType,RecipientName,IsNotRegistered,DoNotUse,IsDissolved,FullName,LastName,FirstName,MiddleInitial,RecipientAddress,RecipientCity,RecipientState,RecipientZip,IsContributingEntity,IsRecipientEntity,SupportCandidateEntityKey,IsCurrentExecutiveBranch,ContributorTypeGroup,ContributorTypeGroupDesc
572,9195,09CAC01357,CAC,Candidate Committee,DOUG SAMUELSON FOR NRD,1.0,,,,,,,NOT REGISTERED,LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
573,9196,09CAC01358,CAC,Candidate Committee,JERRY CHLOPEK FOR NPPD BOARD,,,,,,,,3075 39TH AVENUE,COLUMBUS,NE,68601,,1,9115,False,PCB,"Party, Candidate or Ballot Question Commitee"
574,9198,09CAC01360,CAC,Candidate Committee,WALT PEFFER FOR CITY COUNCIL DIST #6,,,1.0,,,,,11612 DOUGLAS STREET,OMAHA,NE,68154,,1,47001,False,PCB,"Party, Candidate or Ballot Question Commitee"
575,9199,09CAC01361,CAC,Candidate Committee,BEN GRAY FOR CITY COUNCIL,,,,,,,,6946 NORTH 54TH STREET,OMAHA,NE,68152,1.0,1,10059,False,PCB,"Party, Candidate or Ballot Question Commitee"
576,9200,09CAC01362,CAC,Candidate Committee,GENE CARROLL FOR CITY COUNCIL,,,1.0,,,,,2057 WILDERNESS RIDGE DRIVE,LINCOLN,NE,68512,,1,48363,False,PCB,"Party, Candidate or Ballot Question Commitee"
577,9201,09CAC01363,CAC,Candidate Committee,HORNUNG FOR CITY COUNCIL,,,,,,,,3025 S 31ST STREET,LINCOLN,NE,68502,1.0,1,10072,False,PCB,"Party, Candidate or Ballot Question Commitee"
578,9202,09CAC01364,CAC,Candidate Committee,FARHO FOR CITY COUNCIL,,,,,,,,3722 DEWEY AVENUE,OMAHA,NE,68105,,1,10073,False,PCB,"Party, Candidate or Ballot Question Commitee"
579,9203,09CAC01365,CAC,Candidate Committee,KEVIN KELLER FOR LINCOLN BOARD OF EDUCATION,,,,,,,,7200 GRAND OAKS DR,LINCOLN,NE,68516,,1,10202,False,PCB,"Party, Candidate or Ballot Question Commitee"
580,9204,09CAC01367,CAC,Candidate Committee,SVOBODA FOR CITY COUNCIL,,,,,,,,7309 SKYHAWK CIRCLE,LINCOLN,NE,68506,1.0,1,43247,False,PCB,"Party, Candidate or Ballot Question Commitee"
581,9205,09CAC01368,CAC,Candidate Committee,TOBERLIN BURGER FOR LINCOLN CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,LINCOLN,NE,68508,,1,10085,False,PCB,"Party, Candidate or Ballot Question Commitee"
582,9206,09CAC01369,CAC,Candidate Committee,GREG WILTSHIRE FOR LINCOLN SCHOOL BOARD,1.0,,,,,,,NOT REGISTERED,LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
583,9207,09CAC01370,CAC,Candidate Committee,VAL SCMIEDESKAMP FOR AIRPORT AUTHORITY,1.0,,,,,,,NOT REGISTERED,LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
584,9208,09CAC01371,CAC,Candidate Committee,JOHN PAUL JAMISON FOR AIRPORT AUTHORITY,1.0,,,,,,,NOT REGISTERED,LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
585,9209,09CAC01372,CAC,Candidate Committee,BOSWELL BOARD OF EDUCATION,,,1.0,,,,,5000 SOUTH 63RD STREET,LINCOLN,NE,68516,,1,10170,False,PCB,"Party, Candidate or Ballot Question Commitee"
586,9210,09CAC01373,CAC,Candidate Committee,CHRISTOPHER N. GEARY FOR GOVERNOR 2010,,,,,,,,1913 FARNAM STREET #508,OMAHA,NE,68102,,1,6316,False,PCB,"Party, Candidate or Ballot Question Commitee"
587,9211,09CAC01374,CAC,Candidate Committee,ZINK FOR AIRPORT AUTHORITY,,,,,,,,1248 0 STREET #600,LINCOLN,NE,68512,,1,10175,False,PCB,"Party, Candidate or Ballot Question Commitee"
588,9212,09CAC01375,CAC,Candidate Committee,FRIENDS OF LEE WARE,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68114,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
589,9214,09CAC01377,CAC,Candidate Committee,KELLY FOR COUNTY ATTORNEY,,,,,,,,"130-132 SOUTH 13TH STREET, SUITE 200",LINCOLN,NE,68508,,1,10195,False,PCB,"Party, Candidate or Ballot Question Commitee"
590,9215,09CAC01378,CAC,Candidate Committee,JOSH EICKMEIER FOR MAYOR,,,,,,,,1620 RAINBOW AVENUE,SEWARD,NE,68434,,1,10204,False,PCB,"Party, Candidate or Ballot Question Commitee"
591,9216,09CAC01379,CAC,Candidate Committee,COMMITTEE TO ELECT PJ MORGAN,,,,,,,,7820 WAKELEY PLAZA,OMAHA,NE,68114,1.0,1,43732,False,PCB,"Party, Candidate or Ballot Question Commitee"
592,9217,09CAC01380,CAC,Candidate Committee,BOB KRIST FOR LEGISLATURE(NOW KRIST FOR NEBRASKA,,,,,,,,7365 N 122ND AVENUE CIRCLE,OMAHA,NE,68142,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
593,9218,09CAC01381,CAC,Candidate Committee,STENBERG FOR STATE TREASURER,,,,,,,,17617 SOUTH 259TH STREET,GRETNA,NE,68028,1.0,1,10210,False,PCB,"Party, Candidate or Ballot Question Commitee"
594,9219,09CAC01383,CAC,Candidate Committee,TONY FULTON COMMITTEE (FOR TREASURER 2010),,,,,,,,6100 S. 31ST STREET,LINCOLN,NE,68516,1.0,1,5597,False,PCB,"Party, Candidate or Ballot Question Commitee"
595,9220,09CAC01385,CAC,Candidate Committee,BOUCHER FOR COUNTY ATTORNEY,,,,,,,,"5555 S. 27TH, SUITE A",LINCOLN,NE,68512,1.0,1,10216,False,PCB,"Party, Candidate or Ballot Question Commitee"
596,9221,09CAC01386,CAC,Candidate Committee,RITA SANDERS FOR MAYOR,,,1.0,,,,,13408 TREGARON CIRCLE,BELLEVUE,NE,68123,,1,10230,False,PCB,"Party, Candidate or Ballot Question Commitee"
597,9222,09CAC01387,CAC,Candidate Committee,JAY VAVRICEK FOR MAYOR,,,,,,,,2729 BRENTWOOD BLVD.,GRAND ISLAND,NE,68801,,1,49299,False,PCB,"Party, Candidate or Ballot Question Commitee"
598,9223,09CAC01388,CAC,Candidate Committee,NEBRASKANS FOR NESBITT,,,1.0,,,,,"2124 Y STREET, SUITE 101",LINCOLN,NE,68503,,1,10238,False,PCB,"Party, Candidate or Ballot Question Commitee"
599,9224,09CAC01389,CAC,Candidate Committee,NEBRASKANS FOR PIERCE,,,1.0,,,,,12318 DECATUR STREET,OMAHA,NE,68154,,1,10241,False,PCB,"Party, Candidate or Ballot Question Commitee"
600,9225,09CAC01390,CAC,Candidate Committee,ANDY STEBBING FOR COUNTY TREASURER,,,,,,,,6211 A STREET,LINCOLN,NE,68510,1.0,1,10242,False,PCB,"Party, Candidate or Ballot Question Commitee"
601,10260,09IRC00493,IRC,Independent Reporting Committee,OMAHA AREA BOARD OF REALTORS PAC,1.0,,,,,,,11830 NICHOLAS STREET (NOT REGISTERED COMMITTEE),OMAHA,NE,68154,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
602,10261,09PAC00160,PAC,Political Action Committee,NE GPLDC PAC FUND,,,,,,,,5626 SORENSEN PARKWAY,OMAHA,NE,68152,1.0,1,-10,False,PAC,Political Action Committee
603,10262,09PAC00161,PAC,Political Action Committee,HACCA PAC,,,,,,,,9335 J STREET,OMAHA,NE,68127,1.0,1,-10,False,PAC,Political Action Committee
604,10263,09PAC00162,PAC,Political Action Committee,NE GROCERY INDUSTRY ASSOCIATION PAC,,,,,,,,"5935 S. 56 STREET, SUITE B",LINCOLN,NE,68516,1.0,1,-10,False,PAC,Political Action Committee
605,10266,10BQC00260,BQC,Ballot Question Committee,YES ON AMENDMENT 1,,,1.0,,,,,"1141 H STREET, SUITE B",LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
606,10267,10BQC00261,BQC,Ballot Question Committee,NORFOLK TAXPAYERS FOR JOBS,,,1.0,,,,,405 W MADISON AVENUE,NORFOLK,NE,68701,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
607,10268,10BQC00262,BQC,Ballot Question Committee,NO 2 ARENA,,,,,,,,2601 SW 23RD STREET,LINCOLN,NE,68522,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
608,10269,10BQC00263,BQC,Ballot Question Committee,KIMBALL FOR ECONOMIC GROWTH & SUSTAINABILITY,1.0,,,,,,,NOT A REGISTERED COMMITTEE,LINCOLN,NE,68510,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
609,10271,10BQC00265,BQC,Ballot Question Committee,CENTSIBLE CITIZENS SAY NO,,,,,,,,720 EAST 4TH STREET,FREMONT,NE,68025,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
610,10272,10BQC00266,BQC,Ballot Question Committee,FREMONT FOR ILLEGAL IMMIGRATION ENFORCEMENT,,,1.0,,,,,PO BOX 2154,FREMONT,NE,68026,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
611,10273,10BQC00267,BQC,Ballot Question Committee,ONE FREMONT ONE FUTURE,,,,,,,,906 E 6TH STREET,FREMONT,NE,68025,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
612,10274,10BQC00268,BQC,Ballot Question Committee,RIGHT SCHOOL RIGHT REASONS,1.0,,,,,,,,SEWARD,NE,68434,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
613,10275,10BQC00269,BQC,Ballot Question Committee,YES - &QUOT;FOR&QUOT;,,,,,,,,43854 PAULSEN ROAD,BROKEN BOW,NE,68822,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
614,10276,10BQC00271,BQC,Ballot Question Committee,CITIZENS FOR HASTINGS,,,,,,,,2727 W 2ND STREET,HASTINGS,NE,68901,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
615,10277,10BQC00272,BQC,Ballot Question Committee,MAYOR SUTTLE RECALL COMMITTEE,,,1.0,,,,,12111 ANNE STREET,OMAHA,NE,68137,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
616,10278,10BQC00273,BQC,Ballot Question Committee,CENTURA PRIDE,1.0,,,,,,,NOT A REGISTERED COMMITTEE,GRAND ISLAND,NE,68803,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
617,10279,10BQC00274,BQC,Ballot Question Committee,CITIZENS ACCEPTING RESPONSIBILITY FOR EDUC,1.0,,,,,,,NOT A REGISTERED COMMITTEE,WISNER,NE,68791,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
618,10280,10BQC00275,BQC,Ballot Question Committee,NEBRASKANS FOR LOCAL CONTROL (2010),,,1.0,,,,,"134 S. 13TH STREET, SUITE 1200",LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
619,10281,10BQC00276,BQC,Ballot Question Committee,CITIZENS FOR NORFOLKS YOUTH,,,,,,,,PO BOX 886,NORFOLK,NE,68702,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
620,10282,10BQC00277,BQC,Ballot Question Committee,LINCOLN LIAISON COMMITTEE,,,1.0,,,,,"301 SOUTH 13TH STREET, SUITE 101",LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
621,10283,10BQC00278,BQC,Ballot Question Committee,ALL THINGS NEBRASKA,,,,,,,,"1141 H STREET, SUITE B",LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
622,10284,10BQC00279,BQC,Ballot Question Committee,CITIZENS FOR HITCHCOCK COUNTY,1.0,,,,,,,BOX 141,CULBERTSON,NE,69024,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
623,10285,10BQC00280,BQC,Ballot Question Committee,PATRONS FOR EDUCATION & COMMUNITY DEVELOPMENT,1.0,,,,,,,NOT A REGISTERED COMMITTEE,ARAPAHOE,NE,68922,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
624,10286,10BQC00281,BQC,Ballot Question Committee,VOTE YES ON JOBS,,,1.0,,,,,PO BOX 1249,NORTH PLATTE,NE,69103,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
625,10287,10BQC00282,BQC,Ballot Question Committee,YES FOR THE LINCOLN CHARTER AMENDMENT,,,1.0,,,,,"4201 N 7TH STREET, APT 309",LINCOLN,NE,68521,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
626,10288,10BQC00283,BQC,Ballot Question Committee,BURWELL CITIZENS FOR PROGRESS,,,,,,,,417 VALLEY VISTA; PO BOX 897,BURWELL,NE,68823,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
627,10289,10BQC00285,BQC,Ballot Question Committee,COMMITTEE TO KEEP OMAHA MOVING FORWARD,,,1.0,,,,,1501 SO 80TH STREET,OMAHA,NE,68124,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
628,10290,10BQC00286,BQC,Ballot Question Committee,CITIZENS FOR STABLE ECONOMIC GROWTH,,,1.0,,,,,7510 HARVEST HILLS DRIVE,LA VISTA,NE,68128,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
629,10291,10BQC00287,BQC,Ballot Question Committee,FORWARD OMAHA (OPPOSE RECALL),,,1.0,,,,,"5017 LEAVENWORTH STREET, STE 100",OMAHA,NE,68106-0000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
630,10292,10BQC00288,BQC,Ballot Question Committee,KIDS COMMITTEE - GRETNA - DISSOLVED,,,,,,,,405 DEVONSHIRE DRIVE / PO BOX 94,GRETNA,NE,68028-0000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
631,10293,10CAC01391,CAC,Candidate Committee,DENNY WILSON FOR SARPY COUNTY SURVEYOR,,,,,,,,1242 CORK DRIVE,PAPILLION,NE,68046,,1,10251,False,PCB,"Party, Candidate or Ballot Question Commitee"
632,10294,10CAC01392,CAC,Candidate Committee,BURKE HARR FOR LEGISLATURE,,,,,,,,"6457 FRANCES STREET, SUITE 100",OMAHA,NE,68106,1.0,1,12193,False,PCB,"Party, Candidate or Ballot Question Commitee"
633,10296,10CAC01394,CAC,Candidate Committee,STEWART FOR SECRETARY OF STATE,,,,,,,,509 WEST MILITARY AVENUE; PO BOX 1611,FREMONT,NE,68025,1.0,1,12197,False,PCB,"Party, Candidate or Ballot Question Commitee"
634,10297,10CAC01395,CAC,Candidate Committee,MARC V. WOODLE FOR COUNTY ASSESSOR,,,,,,,,1002 LIMERICK ROAD,PAPILLION,NE,68046,,1,10240,False,PCB,"Party, Candidate or Ballot Question Commitee"
635,10298,10CAC01396,CAC,Candidate Committee,TIM LONERGAN FOR LEGISLATURE(NOW OMAHA CITY COUNCI,,,,,,,,9641 RUGGLES STREET,OMAHA,NE,68134,,1,48651,False,PCB,"Party, Candidate or Ballot Question Commitee"
636,10299,10CAC01397,CAC,Candidate Committee,BRADLEY FOR NEBRASKA LEGISLATURE,,,1.0,,,,,6068 COUNTRY CLUB OAKS PLACE,OMAHA,NE,68152,1.0,1,514,False,PCB,"Party, Candidate or Ballot Question Commitee"
637,10300,10CAC01398,CAC,Candidate Committee,COMMITTEE TO ELECT TOM DIERKS,,,,,,,,3510 R STREET,LINCOLN,NE,68503,,1,10215,False,PCB,"Party, Candidate or Ballot Question Commitee"
638,10301,10CAC01399,CAC,Candidate Committee,FORTENBERRY FOR CONGRESS,1.0,,,,,,,NOT A REGISTERED COMMITTEE,WASHINGTON,DC,20010,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
639,10304,10CAC01402,CAC,Candidate Committee,GETZSCHMAN FOR METRO BOARD,,,,,,,,"1700 E. 23RD AVE N, BOX 695",FREMONT,NE,68026,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
640,10305,10CAC01403,CAC,Candidate Committee,RICHARD REAM FOR LEGISLATURE,,,1.0,,,,,4015 IZARD STREET,OMAHA,NE,68131,,1,12313,False,PCB,"Party, Candidate or Ballot Question Commitee"
641,10306,10CAC01405,CAC,Candidate Committee,COMMITTEE TO ELECT JOHN LILLIS,,,,,,,,3922 S 119 STREET,OMAHA,NE,68144,,1,12317,False,PCB,"Party, Candidate or Ballot Question Commitee"
642,10307,10CAC01406,CAC,Candidate Committee,NEBRASKANS FOR TYSON LARSON,,,,,,,,4524 CHARLES ST,OMAHA,NE,68132,1.0,1,12343,False,PCB,"Party, Candidate or Ballot Question Commitee"
643,10308,10CAC01408,CAC,Candidate Committee,MARK OVERMAN FOR SHERIFF,,,,,,,,1011 BLUE JAY COURT,SCOTTSBLUFF,NE,69361,,1,12355,False,PCB,"Party, Candidate or Ballot Question Commitee"
644,10309,10CAC01409,CAC,Candidate Committee,LAKERS FOR GOVERNOR,,,1.0,,,,,"100 MILLENIUM PLAZA I, 15858 WEST DODGE RD, SUITE 100",OMAHA,NE,68118,1.0,1,12324,False,PCB,"Party, Candidate or Ballot Question Commitee"
645,10310,10CAC01410,CAC,Candidate Committee,CITIZENS TO ELECT JIM SMITH,,,,,,,,904 BAILEY DRIVE,PAPILLION,NE,68046,1.0,1,12300,False,PCB,"Party, Candidate or Ballot Question Commitee"
646,10311,10CAC01411,CAC,Candidate Committee,CARL LORENZEN FOR LEGISLATURE,,,,,,,,953 WESTRIDGE DRIVE,BLAIR,NE,68008,,1,8769,False,PCB,"Party, Candidate or Ballot Question Commitee"
647,10312,10CAC01412,CAC,Candidate Committee,THOMPSON FOR COUNTY BOARD,,,,,,,,9406 BAYBERRY COURT,LA VISTA,NE,68128,,1,12271,False,PCB,"Party, Candidate or Ballot Question Commitee"
648,10313,10CAC01413,CAC,Candidate Committee,RANDY FAIR KEITH COUNTY ATTORNEY,1.0,,,,,,,NOT REGISTERED,OGALLALA,NE,69153,,1,12345,False,PCB,"Party, Candidate or Ballot Question Commitee"
649,10314,10CAC01414,CAC,Candidate Committee,JACK HEIDEL FOR LEARNING COUNCIL,,,,,,,,5010 NICHOLAS STREET,OMAHA,NE,68132,,1,9082,False,PCB,"Party, Candidate or Ballot Question Commitee"
650,10315,10CAC01415,CAC,Candidate Committee,MIKE MOSER FOR LEGISLATURE,,1.0,,,,,,2514 13TH STREET,COLUMBUS,NE,68601,1.0,1,6243,False,PCB,"Party, Candidate or Ballot Question Commitee"
651,10316,10CAC01416,CAC,Candidate Committee,SCHINZEL FOR SCHOOL BOARD,,,,,,,,319 SOUTH 50TH AVENUE,OMAHA,NE,68132,,1,12571,False,PCB,"Party, Candidate or Ballot Question Commitee"
652,10317,10CAC01417,CAC,Candidate Committee,MCCARTNEY FOR COMMISSIONER,,,1.0,,,,,2825 LAKESIDE DR.,PLATTSMOUTH,NE,68048,,1,10225,False,PCB,"Party, Candidate or Ballot Question Commitee"
653,10318,10CAC01420,CAC,Candidate Committee,REELECT DAVID P. BLACK FOR MAYOR,,,,,,,,1215 BUCKBOARD BLVD,PAPILLION,NE,68046,,1,12580,False,PCB,"Party, Candidate or Ballot Question Commitee"
654,10319,10CAC01421,CAC,Candidate Committee,COMMITTEE TO ELECT CHAD WRIGHT,,,1.0,,,,,1924 N 30TH STREET,LINCOLN,NE,68503,,1,13247,False,PCB,"Party, Candidate or Ballot Question Commitee"
655,10320,10CAC01422,CAC,Candidate Committee,TERESA WHITEHEAD FOR LEGISLATURE,,,1.0,,,,,6201 KENTUCKY ROAD,PAPILLION,NE,68133,,1,12439,False,PCB,"Party, Candidate or Ballot Question Commitee"
656,10321,10CAC01424,CAC,Candidate Committee,O'HOLLERAN FOR STATE SCHOOL BOARD,,,,,,,,705 W 2ND STREET,NORTH PLATTE,NE,69101,,1,12289,False,PCB,"Party, Candidate or Ballot Question Commitee"
657,10322,10CAC01425,CAC,Candidate Committee,RAYBOULD FOR COUNTY COMMISSIONER(NOW CITY COUNCIL),,,,,,,,3015 SOUTH 20TH STREET,LINCOLN,NE,68502,1.0,1,12256,False,PCB,"Party, Candidate or Ballot Question Commitee"
658,10323,10CAC01426,CAC,Candidate Committee,PHARES FOR REGENT,,,,,,,,101 SOUTH CHESTNUT,NORTH PLATTE,NE,69101,,1,5563,False,PCB,"Party, Candidate or Ballot Question Commitee"
659,10324,10CAC01427,CAC,Candidate Committee,SCHWARZ CAMPAIGN,,,1.0,,,,,42898 SAHARA ACRE DRIVE,COZAD,NE,69130,,1,12217,False,PCB,"Party, Candidate or Ballot Question Commitee"
660,10325,10CAC01428,CAC,Candidate Committee,JIM WARREN FOR COUNTY BOARD,,,,,,,,11445 SOUTH 216,GRETNA,NE,68028,,1,12438,False,PCB,"Party, Candidate or Ballot Question Commitee"
661,10327,10CAC01430,CAC,Candidate Committee,RON HUG FOR METRO BOARD,,,,,,,,1935 S 50TH ST,OMAHA,NE,68106,,1,12677,False,PCB,"Party, Candidate or Ballot Question Commitee"
662,10328,10CAC01431,CAC,Candidate Committee,BOB TIEMANN FOR LEGISLATURE 2010,,,1.0,,,,,2401 CENTENNIAL DRIVE,BEATRICE,NE,68310,,1,12495,False,PCB,"Party, Candidate or Ballot Question Commitee"
663,10329,10CAC01432,CAC,Candidate Committee,HARTFIELD FOR LEGISLATURE (2010),,,,,,,,1112 LIMERICK RD,PAPILLION,NE,68046,,1,5193,False,PCB,"Party, Candidate or Ballot Question Commitee"
664,10330,10CAC01433,CAC,Candidate Committee,MARTHA SLOSBURG CAMPAIGN FOR DISTRICT 66,,,1.0,,,,,3316 S. 101 STREET,OMAHA,NE,68124,,1,12610,False,PCB,"Party, Candidate or Ballot Question Commitee"
665,10331,10CAC01434,CAC,Candidate Committee,PAUL R. KIMMONS COMMITTEE,,,,,,,,1808 N 87TH STREET,OMAHA,NE,68114,,1,12411,False,PCB,"Party, Candidate or Ballot Question Commitee"
666,10332,10CAC01435,CAC,Candidate Committee,FRIENDS OF BOB GIESE,,,1.0,,,,,104 BURNING TREE CIRCLE,S SIOUX CITY,NE,68776,1.0,1,6354,False,PCB,"Party, Candidate or Ballot Question Commitee"
667,10333,10CAC01436,CAC,Candidate Committee,FRIENDS OF REBECCA RAYMAN,,,,,,,,3483 21ST AVENUE,COLUMBUS,NE,68601,,1,12620,False,PCB,"Party, Candidate or Ballot Question Commitee"
668,10335,10CAC01438,CAC,Candidate Committee,FRIENDS FOR JIM MONAHAN,,,,,,,,12112 FARNAM ST,OMAHA,NE,68154,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
669,10336,10CAC01439,CAC,Candidate Committee,NANCY RUSSELL CAMPAIGN,1.0,,,,,,,,LINCOLN,NE,68508,,1,12364,False,PCB,"Party, Candidate or Ballot Question Commitee"
670,10337,10CAC01440,CAC,Candidate Committee,LYDIA BRASCH FOR LEGISLATURE,,,,,,,,6404 BERG LANE,BLAIR,NE,68008,1.0,1,12356,False,PCB,"Party, Candidate or Ballot Question Commitee"
671,10338,10CAC01441,CAC,Candidate Committee,GLENN CALLAWAY FOR SEWARD CO COMMISSIONER,1.0,,,,,,,NOT A REGISTERED COMMITTEE,SEWARD,NE,68434,,1,12533,False,PCB,"Party, Candidate or Ballot Question Commitee"
672,10339,10CAC01442,CAC,Candidate Committee,MARIAN FEY FOR OPS BOARD,,,,,,,,1211 N 53RD STREET,OMAHA,NE,68132,1.0,1,12618,False,PCB,"Party, Candidate or Ballot Question Commitee"
673,10340,10CAC01443,CAC,Candidate Committee,DON CLARK FOR REGISTER OF DEEDS,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68154,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
674,10343,10CAC01446,CAC,Candidate Committee,COMMITTEE TO ELECT STEVE EXON MAYOR OF BELLEVUE,,,,,,,,302 BASSWOOD CT,BELLEVUE,NE,68005,,1,45261,False,PCB,"Party, Candidate or Ballot Question Commitee"
675,10345,10CAC01448,CAC,Candidate Committee,COMMITTEE TO RE-ELECT RANDALL RITNOUR AS GAGE CO A,,,,,,,,515 N 8TH #1,BEATRICE,NE,68310,,1,49144,False,PCB,"Party, Candidate or Ballot Question Commitee"
676,10346,10CAC01449,CAC,Candidate Committee,DANIEL CHRISTENSEN-BENNINGTON DIST. 59,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68117,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
677,10347,10CAC01451,CAC,Candidate Committee,BOSSHARDT FOR LEGISLATURE,1.0,,,,,,,26485 COUNTY ROAD 28,ARLINGTON,NE,68002,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
678,10348,10CAC01452,CAC,Candidate Committee,BRANDON HUNNICUTT FOR LEGISLATURE,,,1.0,,,,,609 S. G RD,GILTNER,NE,68841,,1,12402,False,PCB,"Party, Candidate or Ballot Question Commitee"
679,10349,10CAC01454,CAC,Candidate Committee,DON TODD FOR LEGISLATURE,1.0,,,,,,,1111 PARC DRIVE,PAPILLION,NE,68046,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
680,10350,10CAC01455,CAC,Candidate Committee,DEB FOR LEGISLATURE,,,,,,,,26485 CO RD 28,ARLINGTON,NE,68002,,1,12344,False,PCB,"Party, Candidate or Ballot Question Commitee"
681,10351,10CAC01456,CAC,Candidate Committee,MIKE MERWICK COUNTY COMMISSIONER,1.0,,,,,,,NOT REGISTERED,LINCOLN,NE,68504,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
682,10352,10CAC01457,CAC,Candidate Committee,WELLENSTEIN FOR METRO,1.0,,,,,,,20342 VANLEA DR.,GRETNA,NE,68028,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
683,10353,10CAC01458,CAC,Candidate Committee,BRANDT FOR COUNTY COMMISSIONER,,,1.0,,,,,1023 TEKAMAH LANE,PAPILLION,NE,68046,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
684,10354,10CAC01460,CAC,Candidate Committee,ROGER BOHRER PSC CAMPAIGN,,,1.0,,,,,341 WEST 10TH AVENUE,RED CLOUD,NE,68970,,1,5373,False,PCB,"Party, Candidate or Ballot Question Commitee"
685,10359,10CAC01466,CAC,Candidate Committee,KNABE FOR LEGISLATURE,,,1.0,,,,,48413 S 66TH ROAD,WYMORE,NE,68466,,1,12200,False,PCB,"Party, Candidate or Ballot Question Commitee"
686,10360,10CAC01467,CAC,Candidate Committee,BARBARA WOHLERS FOR CASS COUNTY CLERK,1.0,,,,,,,NOT A REGISTERED COMMITTEE,LINCOLN,NE,68510,,1,48020,False,PCB,"Party, Candidate or Ballot Question Commitee"
687,10361,10CAC01468,CAC,Candidate Committee,TODD FRAZIER FOR LEGISLATURE,,,,,,,,614 S 113TH STREET,OMAHA,NE,68154,1.0,1,5159,False,PCB,"Party, Candidate or Ballot Question Commitee"
688,10362,10CAC01469,CAC,Candidate Committee,SMOYER FOR COUNTY BOARD (NOW LEGISLATURE),,,,,,,,6244 FREMONT ST.,LINCOLN,NE,68507,,1,9043,False,PCB,"Party, Candidate or Ballot Question Commitee"
689,10363,10CAC01470,CAC,Candidate Committee,FRIENDS OF MARK STOJ,,,,,,,,8523 SOUTH 164 STREET,OMAHA,NE,68136,,1,48667,False,PCB,"Party, Candidate or Ballot Question Commitee"
690,10364,10CAC01471,CAC,Candidate Committee,DANIEL EBERS COUNTY TREASURER,1.0,,,,,,,,LINCOLN,NE,68505,,1,12395,False,PCB,"Party, Candidate or Ballot Question Commitee"
